Full Management address,Service Name,Service Number,Enrollment total,Max licensed positions total,Count Service Number,Owner name,Funder name,Company source link,Owner source link,Additional source if necessary,Methodology to link,Notes
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Manurewa,25031,29,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Manutuke,55119,19,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Maraenui,40187,22,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Marotiri,55127,12,13,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mataatua ki Mangere,25136,9,50,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Matai Whetu,35010,6,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Matakana Island,40145,15,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Matawaia,18335,16,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Matawera,50083,22,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Maungataniwha,18737,12,18,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mawake,40202,14,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mere Te Aroha,52730,16,24,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Miropiko,35072,28,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mō Te Whānau,52747,23,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Moerewa,11545,15,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mōkai Pātea o Taihape,52746,31,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Mokau,11568,22,23,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Motatau,11554,20,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Moteo,55104,8,17,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Motutaiko,43002,12,18,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Murihiku,90306,9,16,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Muturangi,64044,25,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Nau Mai,40165,16,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Hau e Whā,90305,28,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Hau e Whā o Pukekohe,25133,23,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Kākano o Kihikihi,35013,0,33,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Kāwai,64040,4,16,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Kuaka,30307,12,26,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Manu Tui,46850,13,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mōkai-a-Koko,40193,14,15,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mokohuia o Te Rautahi,41004,18,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mokopuna,60073,20,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mokopuna o Te Awamarahi,25172,12,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mokopuna o Te Matai,46008,11,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Mōrehu o Uenuku,52749,15,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Pāharakeke,55294,7,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Pekanga,52703,27,50,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Pihi o Te Purapura Pai,47857,35,45,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Puāwai,64026,16,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",,65507,14,24,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Puāwai o Wikitoria,25161,26,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Purapura Hou,41005,0,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Nga Tamariki O Te Kohu,40167,29,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Tau E Toru,18212,17,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Tikanga Pono,20319,22,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Toa Iwi Whenua,11534,15,23,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Uri o Ngā Hau e Whā,55432,9,10,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Whānau Whānui,55197,22,35,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Whare Maha,45561,31,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngā Whetu o Tawera,40160,13,22,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāhauranga,64039,20,21,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo O Ngai Tāne,50034,16,16,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngaio,64029,17,23,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāpeke,40151,15,25,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo O Ngāti Hāmua,64021,37,42,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāti Hangarau,40144,13,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo O Ngāti Hineaute Ki Rangitaane o Manawatū,46669,18,18,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngati Kahu,47944,16,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāti Ōtara Marae,25132,22,39,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāti Pātea,52720,13,15,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngāti Ruanui,50022,21,31,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngatiki,52713,9,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ngongotahā,40129,13,16,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Nūhaka,55258,15,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Nukutere,41009,21,27,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Okaihau,11543,31,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ōpārure,35016,22,40,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ōpopoti,40173,15,39,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ōtane,55296,20,20,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Otawhiwhi,42000,9,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ōterepo,70606,30,36,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Ōtūpango,44004,13,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
"P O Box 38741, Wellington Mail Centre Lower Hutt 5045",Te Kōhanga Reo o Pa Arapeta,18717,9,30,1,Te Kōhanga Reo National Trust,Charity,https://nz.kompass.com/c/te-kohanga-reo-national-trust/nz008776/,,https://register.charities.govt.nz/Charity/CC11324,PO Box,
