service_number,service_name,telephone,email,service_address,street,suburb,town_city,service_type,definition,authority,x20_hours_ece,kme_peak_body,takiwa,equity_index_eqi,territorial_authority,urban_rural,regional_council,education_region,general_electorate,maori_electorate,neighbourhood_sa2_code,neighbourhood_sa2,ward,management_contact_name,full_management_address,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,community_of_learning_id,community_of_learning_name,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other
5047,Favona Kindergarten,09-2758212,favona@aka.org.nz,"Wakefield Road, Mangere Auckland",Wakefield Road,Mangere,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,148200,Favona North,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.95388865,174.8074756,40,0,0,0,8,14,16,2,40,6,19,28,4,0
5048,Ferndale Kindergarten,09-846 6909,ferndale@aka.org.nz,"830 New North Road, Mount Albert Auckland",830 New North Road,Mount Albert,Auckland,Free Kindergarten,Enviroschools,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tamaki Makaurau,134200,Mount Albert Central,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99150,Mt Albert Kāhui Ako,-36.88229814,174.7194323,40,0,0,0,3,22,25,1,51,41,5,2,14,1
5049,Flatbush Kindergarten,09-2748644,flatbush@aka.org.nz,"329 Bairds Road, Otara Auckland",329 Bairds Road,Otara,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,155700,Otara South,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99200,Te Puke ō Taramainuku Kāhui Ako,-36.97427639,174.8842897,40,0,0,0,6,8,14,2,30,1,10,21,4,0
5050,Glen Eden Kindergarten,09-8186389,gleneden@aka.org.nz,"3 Clayburn Road, Glen Eden Auckland",3 Clayburn Road,Glen Eden,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Waitakere Ranges,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Kelston,Tamaki Makaurau,130800,Glen Eden North,Waitakere Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.90994679,174.6533914,45,0,0,0,9,18,25,1,53,23,8,17,10,5
5051,Glen Innes Kindergarten,09-5284113,gleninnes@aka.org.nz,"71 Taniwha Street, Glen Innes Auckland",71 Taniwha Street,Glen Innes,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,145800,Glen Innes East-Wai O Taiki Bay,Maungakiekie-Tamaki Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.87543002,174.8729419,40,0,0,0,3,4,11,1,19,6,8,8,2,2
5052,Glenfield Kindergarten,09-4448473,glenfield@aka.org.nz,"Mayfield Road, Glenfield Auckland",Mayfield Road,Glenfield,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipatiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,123100,Glenfield West,North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99120,Kaipātiki Kāhui Ako,-36.77844635,174.7222129,40,0,0,0,0,18,26,1,45,10,1,2,32,2
5053,Green Bay Kindergarten,09-8274044,greenbay@aka.org.nz,"10 La Rosa Street, Green Bay Auckland",10 La Rosa Street,Green Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Whau,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,New Lynn,Tamaki Makaurau,137300,Green Bay North,Whau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99062,Kōtuitui Community of Learning,-36.93025716,174.6753054,40,0,0,0,0,15,36,0,51,40,6,4,5,4
5054,Henderson Kindergarten,09-8388710,henderson@aka.org.nz,"1 A Henderson Valley Road, Henderson Auckland",1 A Henderson Valley Road,Henderson,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Te Atatu,Te Tai Tokerau,126700,Henderson North,Waitakere Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99029,Henderson Community of Learning,-36.87979097,174.6290107,40,0,0,0,11,11,18,5,45,22,8,6,16,4
5055,Highland Park Kindergarten,09-5347074,highlandpark@aka.org.nz,"563 Pakuranga Road, Howick Auckland",563 Pakuranga Road,Howick,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,151300,Highland Park (Auckland),Howick Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.89920881,174.9154825,40,0,0,0,14,12,11,1,38,18,4,7,15,1
5056,Hillsborough Kindergarten,09-620 5344,hillsborough@aka.org.nz,"668 Richardson Road, Hillsborough Auckland",668 Richardson Road,Hillsborough,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Puketapapa,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,142100,Hillsborough West (Auckland),Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.92383457,174.7442065,40,0,,,,,,,,,,,,
5057,Hobsonville Kindergarten,09-416 8723,hobsonville@aka.org.nz,"34a Trig Road, Hobsonville Auckland",34a Trig Road,Hobsonville,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,119800,West Harbour West,Waitakere Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99129,Whiria Te Tangata Community of Learning,-36.81344935,174.62227,40,0,0,0,0,23,20,0,43,28,7,5,12,2
5058,Howick Kindergarten,09-534 9124,howick@aka.org.nz,"51 Wellington Street, Howick Auckland",51 Wellington Street,Howick,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,152000,Howick Central,Howick Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.89569641,174.9275956,40,0,0,0,13,13,20,1,47,26,3,2,22,3
5059,Mangere West Kindergarten,09-275 4090,,"67 Idlewild Avenue, Mangere Auckland",67 Idlewild Avenue,Mangere,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,148900,Mangere West,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.9665471,174.7927485,45,0,0,0,5,5,15,0,25,3,5,24,0,0
5060,Kauri Park Kindergarten,09-483 7073,kauripark@aka.org.nz,"11 McGlashen Place, Birkenhead Auckland",11 McGlashen Place,Birkenhead,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipatiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,123900,Beach Haven South,North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99214,Te Ara Whetū Kāhui Ako,-36.80472067,174.6982416,40,0,0,0,3,12,34,2,51,49,7,5,7,3
5061,Kingsdene Kindergarten,09-2754658,kingsdene@aka.org.nz,"62 Mascot Avenue, Mangere Auckland",62 Mascot Avenue,Mangere,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,150200,Mangere Central,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.9722312,174.8024901,30,0,0,0,6,8,12,2,28,4,15,18,1,1
5062,Papatoetoe North Kindergarten,09-2764057,PapatoetoeNorth@aka.org.nz,"1 Beryl Place, Mangere East Auckland",1 Beryl Place,Mangere East,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,153300,Mangere East,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.96976792,174.8307886,40,0,0,0,3,11,13,0,27,9,7,16,6,1
5063,Epsom South Kindergarten,09-638 9272,epsomsouth@aka.org.nz,"14 Aberfoyle Street, Epsom Auckland",14 Aberfoyle Street,Epsom,Auckland,Free Kindergarten,Enviroschools,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tamaki Makaurau,140200,Epsom Central-North,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.89012075,174.7640917,43,0,0,0,3,12,32,1,48,14,1,2,35,3
5064,Freemans Bay Kindergarten,09-3762465,freemansbay@aka.org.nz,"16 Tahuna Street, Freemans Bay Auckland",16 Tahuna Street,Freemans Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Waitemata,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Auckland Central,Tamaki Makaurau,131800,Freemans Bay,Waitemata and Gulf Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.85486632,174.7522228,40,0,0,0,9,9,22,1,41,15,4,8,19,3
5065,Lynfield Kindergarten,09-6263218,lynfield@aka.org.nz,"108 Halsey Drive, Lynfield Auckland",108 Halsey Drive,Lynfield,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Puketapapa,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,140900,Lynfield South,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99012,Lynfield Kāhui Ako,-36.93273749,174.7202591,40,0,0,0,4,15,24,1,44,13,4,4,31,2
5066,McNaughton Kindergarten,09-2759593,debbie.lunjevich@aka.org.nz,"14 McNaughton Avenue, Mangere Auckland",14 McNaughton Avenue,Mangere,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Mangere,Tamaki Makaurau,150000,Harania North,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.96300171,174.8108217,30,0,0,0,8,10,8,0,26,1,4,21,4,0
5067,Mangere Bridge Kindergarten,09-636 9552,mangerebridge@aka.org.nz,"36 Lindis Place, Mangere Bridge Auckland",36 Lindis Place,Mangere Bridge,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mangere,Tamaki Makaurau,146100,Mangere Bridge Ambury,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99190,Te Iti Kahurangi Community of Learning,-36.94696562,174.7732299,40,0,0,0,0,16,29,1,46,29,11,15,7,1
5068,Marlborough Kindergarten,09-4809061,marlborough@aka.org.nz,"7 A Agincourt Street, Glenfield Auckland",7 A Agincourt Street,Glenfield,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipatiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,124000,Glenfield Central,North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99120,Kaipātiki Kāhui Ako,-36.78896077,174.7275971,40,0,0,0,0,23,32,0,55,26,1,3,34,0
5069,Massey Kindergarten,09-8337000,massey@aka.org.nz,"326 A Don Buck Road, Massey Auckland",326 A Don Buck Road,Massey,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Henderson-Massey,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Upper Harbour,Te Tai Tokerau,121700,Massey West,Waitakere Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99125,Te Kāhui Ako o Tiriwā,-36.83942988,174.6001685,40,0,0,0,5,21,18,2,46,29,11,18,9,6
5070,Mayfield Kindergarten,09-2745100,mayfield@aka.org.nz,"20 R Pearl Baker Drive, Otara Auckland",20 R Pearl Baker Drive,Otara,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 1,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,155100,Otara East,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.95138067,174.8874445,40,0,0,0,7,9,12,1,29,3,6,26,2,0
5071,Meadowbank Kindergarten,09-5215 799,meadowbank@aka.org.nz,"122 Meadowbank Road, Meadowbank Auckland",122 Meadowbank Road,Meadowbank,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Orakei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,141900,Meadowbank West,Orakei Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.86981736,174.8232918,40,0,0,0,7,15,20,0,42,23,5,4,20,4
5072,Milford Kindergarten,09-4861188,milford@aka.org.nz,"14 Pierce Road, Milford Auckland",14 Pierce Road,Milford,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Devonport-Takapuna,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,125900,Milford Central,North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99188,Pupuke (Westlake) Community of Learning,-36.77528014,174.7674846,40,0,0,0,8,21,19,2,50,39,3,3,14,2
5073,Mission Bay Kindergarten,09-528 7029,missionbay@aka.org.nz,"82 Atkin Avenue, Mission Bay Auckland",82 Atkin Avenue,Mission Bay,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Orakei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,141100,Mission Bay,Orakei Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.85558207,174.8288381,40,0,0,0,5,21,27,3,56,50,5,0,4,3
5074,Morningside Kindergarten,09-846 3101,morningside@aka.org.nz,"31 Taylors Road, Mount Albert Auckland",31 Taylors Road,Mount Albert,Auckland,Free Kindergarten,Enviroschools,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tamaki Makaurau,133600,Morningside (Auckland),Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99150,Mt Albert Kāhui Ako,-36.8765691,174.7325445,34,0,0,0,8,14,20,0,42,28,2,7,13,1
5075,Mt Eden Kindergarten,09-6303720,mteden@aka.org.nz,"11A Milton Road, Mount Eden Auckland",11A Milton Road,Mount Eden,Auckland,Free Kindergarten,Enviroschools,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Epsom,Tamaki Makaurau,138400,Mount Eden West,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.88206233,174.7505121,40,0,0,0,0,23,25,4,52,42,3,0,13,2
5076,Mt Roskill Kindergarten,09-620 8323,mtroskill@aka.org.nz,"19 Akarana Avenue, Mount Roskill Auckland",19 Akarana Avenue,Mount Roskill,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Puketapapa,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Roskill,Tamaki Makaurau,139700,Mount Roskill North,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.90551365,174.7465973,40,0,0,0,0,18,27,1,46,8,5,16,15,9
5077,Sylvia Park Kindergarten,09-570 2200,sylviapark@aka.org.nz,"10 Hamlin Road, Mount Wellington Auckland",10 Hamlin Road,Mount Wellington,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 4,Auckland - Maungakiekie-Tamaki,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Maungakiekie,Tamaki Makaurau,147200,Mount Wellington Central,Maungakiekie-Tamaki Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.91264191,174.8368505,40,0,0,0,5,13,21,0,39,20,6,14,8,1
5078,Murdoch Park Kindergarten,09-2789443,murdochpark@aka.org.nz,"43 Chestnut Road, Papatoetoe Auckland",43 Chestnut Road,Papatoetoe,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Manurewa,Tamaki Makaurau,155900,Papatoetoe South West,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99102,West Papatoetoe Community of Learning,-36.9874629,174.8493027,40,0,0,0,0,14,18,2,34,6,7,22,7,3
5081,Northcote Central Kindergarten,09-418 1593,northcotecentral@aka.org.nz,"36 College Road, Northcote Central Auckland",36 College Road,Northcote Central,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipatiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127100,Northcote Central (Auckland),North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.80107723,174.7476259,40,0,0,0,4,16,15,2,37,18,2,8,15,1
5082,Northcote Kindergarten,09-480 7039,northcote@aka.org.nz,"7 Nutsey Avenue, Northcote Auckland",7 Nutsey Avenue,Northcote,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Kaipatiki,Major urban area,Auckland Region,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,127300,Northcote South (Auckland),North Shore Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.80961697,174.7418056,40,0,0,0,0,15,26,1,42,41,6,0,6,0
5083,Omana Kindergarten,09-2787933,omana@aka.org.nz,"42 Omana Road, Papatoetoe Auckland",42 Omana Road,Papatoetoe,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Otara-Papatoetoe,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,154000,Papatoetoe North,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.96779634,174.8505794,40,0,0,0,4,5,9,4,22,2,0,2,19,0
5084,Orakei Kindergarten,09-521 0732,orakei@aka.org.nz,"Cnr Coates Avenue & Grace Street, Orakei Auckland",Cnr Coates Avenue & Grace Street,Orakei,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Orakei,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Tamaki,Tamaki Makaurau,139200,Orakei West,Orakei Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99100,Te Roopu Pourewa Community of Learning,-36.85810465,174.8164721,40,0,0,0,3,24,18,2,47,36,4,4,8,3
5085,Oratia Kindergarten,09-8184409,oratia@aka.org.nz,"552 West Coast Road, Oratia Waitakere",552 West Coast Road,Oratia,Waitakere,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Waitakere Ranges,Rural other,Auckland Region,Tāmaki Herenga Tāngata,New Lynn,Tamaki Makaurau,130000,Oratia,Waitakere Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99029,Henderson Community of Learning,-36.91249499,174.6202672,40,0,,,,,,,,,,,,
5086,Otahuhu Kindergarten,09-2767835,otahuhu@aka.org.nz,"51 A Hutton Street, Otahuhu Auckland",51 A Hutton Street,Otahuhu,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 2,Auckland - Mangere-Otahuhu,Major urban area,Auckland Region,Tāmaki Herenga Waka,Panmure-Otahuhu,Tamaki Makaurau,151900,Otahuhu South,Manukau Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,,,-36.94361445,174.8480879,40,0,0,0,4,5,11,3,23,3,4,20,1,0
5087,Owairaka Kindergarten,09-8465476,owairaka@aka.org.nz,"6 A Dunkirk Terrace, Owairaka Auckland",6 A Dunkirk Terrace,Owairaka,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI 3,Auckland - Albert-Eden,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Mt Albert,Tamaki Makaurau,135500,Owairaka West,Albert-Eden-Roskill Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99150,Mt Albert Kāhui Ako,-36.89488402,174.7144517,40,0,0,0,8,13,17,1,39,23,7,5,9,4
5088,Pakuranga Kindergarten,09-576 9605,pakuranga@aka.org.nz,"107 A Reeves Road, Pakuranga Heights Auckland",107 A Reeves Road,Pakuranga Heights,Auckland,Free Kindergarten,,Community based,Yes,,Te Tai Raro,EQI > 5,Auckland - Howick,Major urban area,Auckland Region,Tāmaki Herenga Manawa,Pakuranga,Tamaki Makaurau,151500,Pakuranga Heights South West,Howick Ward,Pauline Winter,"P O Box 6933, Wellesley Street Auckland 1141",P O Box 6933,Wellesley Street,Auckland 1141,09-3735636,99149,Te ara Mana-ā-Kura Kāhui Ako| Farm Cove Community of Learning,-36.91517689,174.8833103,40,0,0,0,8,16,21,1,46,25,6,10,17,1
