service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
10048,Kindercare Learning Centres Botany Downs,09-273 3088,botanydowns@kindercare.co.nz,"138 Golfland Drive, Botany Downs Auckland",138 Golfland Drive,Botany Downs,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.92610104,174.9121085,112,30,8,25,31,22,34,1,121,51,6,3,67,7,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres Botany Downs,121,112,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
10051,Busy Bees Otahuhu,09-2766 210,manager@otahuhu.busybees.org.nz,"37-41 Mason Avenue, Otahuhu Auckland",37-41 Mason Avenue,Otahuhu,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Sarah Moemausu,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,09-276 6210,-36.94444789,174.83999,100,16,3,12,19,18,21,4,77,14,10,35,27,9,"PO Box 628,  Whangaparaoa 0949",Busy Bees Otahuhu,77,100,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
10058,Next Generation Infant Care,09-4836382,jes@nextgenerationchildcare.co.nz,"12 Westglade Crescent, Birkenhead Auckland",12 Westglade Crescent,Birkenhead,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jessica Dodd,"2 Rarere Road, Hauraki North Shore City 0622",2 Rarere Road,Hauraki,North Shore City 0622,,-36.80613449,174.7113921,20,20,5,16,0,0,0,0,21,13,3,0,1,7,"2 Rarere Road, Hauraki North Shore City 0622",Next Generation Infant Care,21,20,Next Generation Childcare Company Limited,"Alan Maxwell Moselen, Maree Gwenda Moselen",https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/803559/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F803559,,https://ero.govt.nz/institution/47492/next-generation,ECE address matches business profile and ERO.,
10060,BestStart Te Atatu Peninsula,09-8349669,teatatupeninsula@best-start.org,"5 Cellarmans Street, Te Atatu Peninsula Auckland",5 Cellarmans Street,Te Atatu Peninsula,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.84741264,174.6518633,100,25,2,16,27,27,20,2,94,47,18,12,33,13,"P O Box 276177, Manukau City South Auckland 2241",BestStart Te Atatu Peninsula,94,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10063,BestStart Puni Road,09-2381633,puni@best-start.org,"42-44 Puni Road,  Pukekohe",42-44 Puni Road,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.21124049,174.8888981,70,14,1,16,8,14,20,1,60,35,26,13,12,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Puni Road,60,70,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10065,Little Earth Montessori Oteha Valley,09-476 1240,chitra.mukerjee@eeg.co.nz,"3 Ponderosa Drive, Browns Bay Auckland",3 Ponderosa Drive,Browns Bay,Auckland,Education & Care Service,Montessori,Yes,EQI > 5,Tāmaki Herenga Tāngata,Chitra Mukerjee,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-3651630,-36.71986097,174.7236861,40,0,,,,,,,,,,,,,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Little Earth Montessori Oteha Valley,0,40,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
10076,Kamo Childcare Centre Ltd 1,09-435 3855,,"7-9 Clark Road, Kamo Whangarei",7-9 Clark Road,Kamo,Whangarei,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Sandra North,"P O Box 4362, Kamo Whangarei 0141",P O Box 4362,Kamo,Whangarei 0141,09-435 3342,-35.6837434,174.2994473,28,25,3,15,16,0,0,0,34,26,9,3,4,3,"P O Box 4362, Kamo Whangarei 0141",Kamo Childcare Centre Ltd 1,34,28,Kidzone Limited,"Sandra Ann North, Nigel John North",https://kidzones.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3225731/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3225731%3Fbackurl%3DH4sIAAAAAAAAAFXOTQrCMBCG4dtk4yInCCIoboqI8QJDZzCBmMT5Kfb2VqSi2%252Bd7F5%252FvcCPxuWKeMhoULwQ8pu0jRKjIsDk11uS4FbrOncJuGNxSH6pmnd8iK%252B0zRwU1%252BW8%252BduRm%252FbvE9JsCTlBHwjNUKkHZyN0bUljd0bMvXwgvJFZUwgsLlP2ctQAAAA%253D%253D,,Owner match business profile (Sandra North). PO Box in ECE match website.,
10105,BestStart Tironui Road,09-2966991,tironui@best-start.org,"42 Tironui Road, Takanini Auckland",42 Tironui Road,Takanini,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.05213944,174.933015,50,12,3,11,16,17,13,3,63,16,16,13,29,3,"P O Box 276177, Manukau City South Auckland 2241",BestStart Tironui Road,63,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10108,Kindercare Learning Centre - Papatoetoe,09-2783020,papatoetoe@kindercare.co.nz,"7/533 Great South Road, Papatoetoe Auckland",7/533 Great South Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.98078931,174.8762514,50,18,4,8,15,10,7,1,45,15,10,17,17,1,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centre - Papatoetoe,45,50,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
10117,BestStart Albany 1,09-415 1917,albany@best-start.org,"1 Fearnley Grove, Albany North Shore City",1 Fearnley Grove,Albany,North Shore City,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.74800859,174.6929547,35,16,1,7,11,2,0,0,21,5,3,0,13,3,"P O Box 276177, Manukau City South Auckland 2241",BestStart Albany 1,21,35,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10123,BestStart Lambie Drive 1,09-2611 048,lambie@best-start.org,"11 Lambie Drive, Papatoetoe Auckland",11 Lambie Drive,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.98590715,174.8709333,50,25,1,11,20,4,0,0,36,4,5,8,24,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Lambie Drive 1,36,50,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10125,Kindercare Learning Centres - Henderson,09-8373111,henderson@kindercare.co.nz,"105 Central Park Drive, Henderson Auckland",105 Central Park Drive,Henderson,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.85654995,174.6373149,100,40,1,21,19,21,22,1,85,46,6,10,39,7,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres - Henderson,85,100,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
10141,BestStart Dilworth Avenue,09-522 2122,dilworth@best-start.org,"7 Dilworth Avenue, Remuera Auckland",7 Dilworth Avenue,Remuera,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.87615162,174.7834508,82,17,4,11,17,21,19,0,72,36,4,2,35,6,"P O Box 276177, Manukau City South Auckland 2241",BestStart Dilworth Avenue,72,82,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10148,BestStart Pipiwai Kindy,09-4353231,pipiwai.kindy@best-start.org,"2 Pipiwai Road, Kamo Whangarei",2 Pipiwai Road,Kamo,Whangarei,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Audrey Kirk,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,,-35.67484176,174.2975648,40,0,0,0,15,20,14,0,49,30,13,0,4,13,"P O Box 276177, Manukau City South Auckland 2241",BestStart Pipiwai Kindy,49,40,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10171,Educare Bream Bay,09-432 8540,breambay@educare.co.nz,"Shop 32 386 Marsden Point Road,  Ruakaka-Whangarei",Shop 32 386 Marsden Point Road,,Ruakaka-Whangarei,Education & Care Service,,Yes,EQI 4,Tai Tokerau,Alan Lints,"3 Grey Street, Regent Whangarei 0112",3 Grey Street,Regent,Whangarei 0112,09-4328540,-35.87495926,174.4565158,66,20,2,10,8,18,13,1,52,39,24,0,5,0,"3 Grey Street, Regent Whangarei 0112",Educare Bream Bay,52,66,Educare Group Limited,"Alan Brodie Lints, Jacqueline Jane Lints",https://www.educare.co.nz/educare-centres/albert-street/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1841286,,,
10181,Pasifika Early Learning Puna O Le Atamai Aoga Amata,09-2650846,sue@pasifika.school.nz,"29 Wickman Way, Mangere Auckland",29 Wickman Way,Mangere,Auckland,Education & Care Service,Samoan ECE Service,Yes,EQI 1,Tāmaki Herenga Waka,Sulu Ah-Young,"P O Box 76107, Manukau City Auckland 2241",P O Box 76107,Manukau City,Auckland 2241,,-36.96170894,174.8167957,40,5,0,0,1,6,11,0,18,2,1,18,0,0,"P O Box 76107, Manukau City Auckland 2241",Pasifika Early Learning Puna O Le Atamai Aoga Amata,18,40,Solve Education Limiited dba Pasifika Early Learning,"Leon Fitu AH-YOUNG, Sulu AH-YOUNG",,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5642269/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5642269%3Fbackurl%3DH4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjFbFAAx0QGovYCUGIjVxsJ2i3p4iitj%252B90mvKXgnbTyngjkupYTiH%252B0Teh4n2hxD9WiRs6Ns0eZhLqRw6Lp194ZW9Sxcy5dj9izlJJxg7YHBYQhCqv%252F3CheaXywBnBqKwdaNMUWD3d7pbcHweU6YPYUrZhrBpJJLHAh%252B%252FgZazdyCwQAAAA%253D%253D,https://ero.govt.nz/institution/47871/pasifika-early-learning-naenae,ERO names Solve Education Ltd. as the governing body. Sulu Ah-Young is named in ECE data as management in most casesand within the directors on the business profile.,
10189,All about children - Avondale,09-8203933,manjot@kweg.co.nz,"2 Sandy Lane, Avondale Auckland",2 Sandy Lane,Avondale,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Manawa,Manjot Juneja,"PO Box 72002,  Papakura 2244",PO Box 72002,,Papakura 2244,027-504 6194,-36.89714102,174.6859536,56,15,3,8,10,10,12,0,43,7,4,21,15,3,"PO Box 72002,  Papakura 2244",All about children - Avondale,43,56,Kids World Childcare Limited,"Surjeet Kaur Juneja, Surjit Singh Juneja",https://www.allaboutchildrenchildcare.co.nz/childcare-avondale-auckland/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/5574226/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F5574226,https://ero.govt.nz/institution/10189/all-about-children-avondale,Kids World Childcare Limited named by ERO and email address on business profile matches website.,
10194,Pascals Herne Bay,09-3788106,,"272 Jervois Road, Herne Bay Auckland",272 Jervois Road,Herne Bay,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Rebekah McQueen,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,,-36.84824583,174.7314286,100,25,4,14,19,24,18,1,80,72,9,4,13,4,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Pascals Herne Bay,80,100,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
10198,Starship Play Service Ward 24A & 24B,09-307 8989 Ext 25960,,"Park Road, Grafton Auckland",Park Road,Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86069364,174.7695266,20,17,,,,,,,,,,,,,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142",Starship Play Service Ward 24A & 24B,0,20,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
10199,Starship Play Service Ward 26A & 26B,09-307 4949 Ext 25960,nwoollaston@adhb.govt.nz,"Auckland Hospital Park Road, Grafton Auckland",Auckland Hospital Park Road,Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86069296,174.7695664,50,50,,,,,,,,,,,,,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142",Starship Play Service Ward 26A & 26B,0,50,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
10206,Busy Bees Kerikeri Nursery,09-4078460,,"19 Hone Heke Road,  Kerikeri",19 Hone Heke Road,,Kerikeri,Education & Care Service,,Yes,EQI 2,Tai Tokerau,Karyn Connelly,"P O Box 628,  Whangaparaoa 0949",P O Box 628,,Whangaparaoa 0949,,-35.22953561,173.9553646,42,25,6,12,19,5,0,0,42,27,14,2,6,2,"P O Box 628,  Whangaparaoa 0949",Busy Bees Kerikeri Nursery,42,42,Busy Bees,Eagle Superco Limited,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,,
10209,Jemmas Homebased Childcare Auckland,09-836 6204,kelly@jemmas.co.nz,"31 Arabian Drive, Papamoa Tauranga",31 Arabian Drive,Papamoa,Tauranga,Homebased Network,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Kelly Kingi,"31 Arabian Drive, Papamoa Tauranga 3118",31 Arabian Drive,Papamoa,Tauranga 3118,,-37.69715394,176.2622503,66,66,2,18,16,10,3,0,49,13,5,4,26,4,"31 Arabian Drive, Papamoa Tauranga 3118",Jemmas Homebased Childcare Auckland,49,66,Jemma's Homebased Childcare Limited dba JeMMa's Homebased Childcare,Jennifer Margaret Tyrrell,,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1045577/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F1045577,,ECE address match business profile,
10211,Kindercare Learning Centres - Silverdale,09-427 4001,hilltop@kindercare.co.nz,"71 Hibiscus Coast Highway,  Orewa",71 Hibiscus Coast Highway,,Orewa,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.60840179,174.6880981,105,25,5,13,23,26,25,3,95,76,4,1,20,1,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres - Silverdale,95,105,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
