service_number,service_name.x,telephone,email,service_address,street,suburb,town_city,service_type,definition,x20_hours_ece,equity_index_eqi,education_region,management_contact_name,full_management_address.x,management_postal_address,management_postal_suburb,management_postal_city,management_contact_phone,latitude,longitude,max_licenced_positions,max_under_2_s,age_0,age_1,age_2,age_3,age_4,age_5,total,european_pakeha,maori,pacific,asian,other,full_management_address.y,service_name.y,enrollment_total,max_licensed_positions_total,owner_name,funder_name,company_source_link,owner_source_link,additional_source_if_necessary,methodology_to_link,notes
10016,City Impact Church Care and Education,09-477 0300,fran.bunting@cityimpactchurch.com,"794 East Coast Road, Albany Auckland",794 East Coast Road,Albany,Auckland,Education & Care Service,Non-denominational,Yes,EQI > 5,Tāmaki Herenga Tāngata,Francesca Bunting,"P O Box 35211, Browns Bay North Shore City 0753",P O Box 35211,Browns Bay,North Shore City 0753,,-36.72192803,174.7232929,128,0,0,0,11,20,25,4,60,31,0,1,30,3,"P O Box 35211, Browns Bay North Shore City 0753",City Impact Church Care and Education,60,128,,,,,,,
10017,Te Akonga Early Learning Centre,09-2388 366,admin@teakonga.org.nz,"71 Franklin Road, Pukekohe West Auckland",71 Franklin Road,Pukekohe West,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Vanessa Moloney,"71 Franklin Road, Pukekohe South Auckland 2120",71 Franklin Road,Pukekohe,South Auckland 2120,09-238 8366,-37.19242509,174.9069293,50,14,1,9,11,18,17,2,58,44,26,5,5,0,"71 Franklin Road, Pukekohe South Auckland 2120",Te Akonga Early Learning Centre,58,50,,,,,,,
10022,Summerfield Early Learning Centre,09-4156867,info@summerfield.co.nz,"319 Rosedale Road, Albany Auckland",319 Rosedale Road,Albany,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Angela Webb,"P O Box 65235, Mairangi Bay Auckland 0754",P O Box 65235,Mairangi Bay,Auckland 0754,09-4156867,-36.74135153,174.7034797,130,30,10,38,72,42,60,1,223,70,10,4,138,31,"P O Box 65235, Mairangi Bay Auckland 0754",Summerfield Early Learning Centre,223,130,,,,,,,
10024,Play And Learn (King Street),09-2777872,jan@playandlearn.net.nz,"4 King Street, Papatoetoe Auckland",4 King Street,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Janet Mary Beatson,"P O Box 203002, Waiau Pa South Auckland 2345",P O Box 203002,Waiau Pa,South Auckland 2345,09-2321981,-36.9846879,174.8641319,45,15,2,7,11,8,20,3,51,34,13,20,7,2,"P O Box 203002, Waiau Pa South Auckland 2345",Play And Learn (King Street),51,45,Play and Learn Early Education Centres Limited,Janet Mary Beatson,https://www.playandlearn.net.nz/data/uploads/assets/pdf/information_booklet.pdf,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/912977/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F912977,,PO Box matches informational packet on website.,
10028,Starship Play Services: Outpatients,09-307 4949 Ext 25960,,"Level 11, Support Building Auckland City Hospital, Park Road, Grafton Auckland","Level 11, Support Building Auckland City Hospital, Park Road",Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86069533,174.7694251,35,35,,,,,,,,,,,,,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142",Starship Play Services: Outpatients,0,35,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
10030,Starship Play Service Day Stay and Intensive Care,09-307 4949 Ext 22800,,"Level 11, Support Building Auckland City Hospital, Park Road, Grafton Auckland","Level 11, Support Building Auckland City Hospital, Park Road",Grafton,Auckland,Hospital Based,"Hospital Play, Recreation Programme",Yes,EQI 1,Tāmaki Herenga Manawa,Nicola Woollaston,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142","Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building",Auckland Hospital,Auckland 1142,09-3078987 Ext 25960,-36.86069449,174.7694758,25,25,,,,,,,,,,,,,"Attn: Nicola Woollaston, Starship Play Sevices Outpatients, Level 11 Allied Health, Support building, Auckland Hospital Auckland 1142",Starship Play Service Day Stay and Intensive Care,0,25,Starship Hospital,"Auckland District Health Board (ADHB), the Starship Children's Health Directorate, and Starship Allied Health",,https://ero.govt.nz/institution/10030/starship-play-service-day-stay-and-intensive-care,https://www.educationcounts.govt.nz/find-an-els/els/profile-and-contact-details?ece=10028,,Appears to be an ECE for sick kids in the hospital.
10032,BestStart Marne Road Kindy,09-2996696,marne.kindy@best-start.org,"35 Marne Road,  Papakura",35 Marne Road,,Papakura,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.06652828,174.9500738,30,0,0,0,7,13,10,4,34,16,9,12,9,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Marne Road Kindy,34,30,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10034,BestStart Manuroa Road 1,09-2961441,manuroa@best-start.org,"14-18 Manuroa Road, Takanini Auckland",14-18 Manuroa Road,Takanini,Auckland,Education & Care Service,,Yes,EQI 4,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.03925788,174.9176045,95,18,3,20,44,38,46,1,152,15,17,20,115,11,"P O Box 276177, Manukau City South Auckland 2241",BestStart Manuroa Road 1,152,95,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10039,Smoochie McGill Early Learning,09-410 8803,enquiries@smoochiemcgill.co.nz,"2 Santa Rosa Terrace, Forrest Hill Auckland",2 Santa Rosa Terrace,Forrest Hill,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Tina Smith,"P O Box 404304, Puhoi Auckland 0951",P O Box 404304,Puhoi,Auckland 0951,,-36.75949182,174.7479669,33,12,2,7,6,11,8,0,34,17,2,0,20,2,"P O Box 404304, Puhoi Auckland 0951",Smoochie McGill Early Learning,34,33,,,,,,,
10042,Wee Wisdom Montessori Drury,09-294 7978,admindrury@weewisdommontessori.co.nz,"159 Great South Road,  Drury",159 Great South Road,,Drury,Education & Care Service,Montessori,Yes,EQI > 5,Tāmaki Herenga Waka,Anna Chan,"P O Box 14644, Panmure Auckland",P O Box 14644,Panmure,Auckland,09-570 4110,-37.06264668,174.9420736,60,9,2,7,12,12,15,0,48,26,7,6,19,3,"P O Box 14644, Panmure Auckland",Wee Wisdom Montessori Drury,48,60,,,,,,,
10044,Gladstone Park Early Childhood Centre,09-3771150,lyn@parnell.org.nz,"27 Balfour Road, Parnell Auckland",27 Balfour Road,Parnell,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Linda Fox,"P O Box 37682, Parnell Auckland 1151",P O Box 37682,Parnell,Auckland 1151,,-36.84947618,174.7848088,46,16,3,14,11,9,8,0,45,36,6,2,10,2,"P O Box 37682, Parnell Auckland 1151",Gladstone Park Early Childhood Centre,45,46,,,,,,,
10045,Oak Tree The Early Childhood Learning Centre,09-425 9508,oaktree_learningcentre@xtra.co.nz,"10B Clegg Place,  Warkworth",10B Clegg Place,,Warkworth,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Ingrid  Burke,"289 East Coast Road, Mairangi Bay Auckland 0630",289 East Coast Road,Mairangi Bay,Auckland 0630,,-36.40782039,174.6564472,25,0,0,0,3,9,11,0,23,23,5,0,1,0,"289 East Coast Road, Mairangi Bay Auckland 0630",Oak Tree The Early Childhood Learning Centre,23,25,,,,,,,
10046,BestStart Papatoetoe,09-2792922,papatoetoe@best-start.org,"472 Great South Road, Papatoetoe Auckland",472 Great South Road,Papatoetoe,Auckland,Education & Care Service,,Yes,EQI 3,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.97697591,174.869788,45,15,1,9,11,8,11,0,40,4,4,15,21,5,"P O Box 276177, Manukau City South Auckland 2241",BestStart Papatoetoe,40,45,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10048,Kindercare Learning Centres Botany Downs,09-273 3088,botanydowns@kindercare.co.nz,"138 Golfland Drive, Botany Downs Auckland",138 Golfland Drive,Botany Downs,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Roseanne Way,"60 Greville Road, Pinehill Auckland 0632",60 Greville Road,Pinehill,Auckland 0632,09-479 9922,-36.92610104,174.9121085,112,30,8,25,31,22,34,1,121,51,6,3,67,7,"60 Greville Road, Pinehill Auckland 0632",Kindercare Learning Centres Botany Downs,121,112,Kindercare Learning Centres Limited,Glenda Fay Wendelborn,https://careers.kindercare.co.nz/locations,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/106381?backurl=H4sIAAAAAAAAAEXLwQrCMBAE0L%2FJpYfqweMiIuihPQj2B5ZkrYFmE3e3Sv%2FeiBUvw8yDaQuOpK3PqSDH2pRQ%2FH3%2FgC5yIPEo1PTVOPLYHIlNyNWMtgxLIYVD36%2F7amizniXP5cuRfZZykpxg7UMGhyEIqf7fK3S0vLIEcGooBhs3xRQNtjunt4rh83wiewoXZJrAZCaXciD4%2BRsV%2FUo4zAAAAA%3D%3D,,Address matches business profile,
10051,Busy Bees Otahuhu,09-2766 210,manager@otahuhu.busybees.org.nz,"37-41 Mason Avenue, Otahuhu Auckland",37-41 Mason Avenue,Otahuhu,Auckland,Education & Care Service,,Yes,EQI 2,Tāmaki Herenga Waka,Sarah Moemausu,"PO Box 628,  Whangaparaoa 0949",PO Box 628,,Whangaparaoa 0949,09-276 6210,-36.94444789,174.83999,100,16,3,12,19,18,21,4,77,14,10,35,27,9,"PO Box 628,  Whangaparaoa 0949",Busy Bees Otahuhu,77,100,Busy Bees,Eagle Superco Limited,https://busybees.org.nz/about-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/6248733?backurl=H4sIAAAAAAAAAEXLMQ7CMAyF4dtkYSgMjBZiAAY6VGovYCUGIjVxsJ2i3p4iitje%2B6S%2FKXgnbTyngjkuSwnFPw5P6ISnmH3EcXMK1aNFzo6yRZuHuZDCsW3X3xta1YtwLV9eOpZyFk6w7oHBYQhCqv96hSvNL5YATg3FYOvGmKLBbu%2F0tmD4lBNmT6HDTCOYVHKJA8HP3%2FdD8cbGAAAA,,Traced Busy Bees through Provincial Education Group Limited to Eagle Superco Limited. PO Box on Busy Bees website.,
10052,"Ko Taku Reo Preschool, Auckland",09-8274859,info@kotakureo.school.nz,"3 Archibald Road, Kelston Auckland",3 Archibald Road,Kelston,Auckland,Education & Care Service,Early Intervention EC service,Yes,EQI 3,Tāmaki Herenga Tāngata,Krista Clifford,"38 Truro Street, Sumner Christchurch 8081",38 Truro Street,Sumner,Christchurch 8081,,-36.9042122,174.6648846,30,0,0,0,5,6,7,1,19,8,4,4,3,3,"38 Truro Street, Sumner Christchurch 8081","Ko Taku Reo Preschool, Auckland",19,30,,,,,,,
10055,Rockabye Early Learning Centre,09-5330218,caryn@rockabye.school.nz,"122 Aviemore Drive, Highland Park-Auckland Auckland",122 Aviemore Drive,Highland Park-Auckland,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Caryn Mawkes,"122 Aviemore Drive, Highland Park Manukau 2010",122 Aviemore Drive,Highland Park,Manukau 2010,09-6221355,-36.90889926,174.9065257,50,15,2,12,11,10,8,0,43,29,4,4,14,1,"122 Aviemore Drive, Highland Park Manukau 2010",Rockabye Early Learning Centre,43,50,,,,,,,
10056,Red Beach Early Learning Centre,09-426 6217,info@redbeachelc.co.nz,"88 Bay Street,  Red Beach",88 Bay Street,,Red Beach,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Catherine Zuill,"88 Bay Street, Red Beach North Shore City 0932",88 Bay Street,Red Beach,North Shore City 0932,09-426 6217,-36.60455772,174.7064609,20,0,0,0,4,7,12,1,24,21,5,2,6,0,"88 Bay Street, Red Beach North Shore City 0932",Red Beach Early Learning Centre,24,20,,,,,,,
10057,Kahu Kiwi,09-406 7650,info@kahukiwi.nz,"174 Far North Road,  Awanui",174 Far North Road,,Awanui,Education & Care Service,,Yes,EQI 2,Tai Tokerau,Reona Lanigan,"P O Box 161,  Awanui 0451",P O Box 161,,Awanui 0451,09-405 0976,-35.03886607,173.2547298,40,8,2,8,8,6,7,1,32,19,27,1,0,0,"P O Box 161,  Awanui 0451",Kahu Kiwi,32,40,,,,,,,
10058,Next Generation Infant Care,09-4836382,jes@nextgenerationchildcare.co.nz,"12 Westglade Crescent, Birkenhead Auckland",12 Westglade Crescent,Birkenhead,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jessica Dodd,"2 Rarere Road, Hauraki North Shore City 0622",2 Rarere Road,Hauraki,North Shore City 0622,,-36.80613449,174.7113921,20,20,5,16,0,0,0,0,21,13,3,0,1,7,"2 Rarere Road, Hauraki North Shore City 0622",Next Generation Infant Care,21,20,Next Generation Childcare Company Limited,"Alan Maxwell Moselen, Maree Gwenda Moselen",https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/803559/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F803559,,https://ero.govt.nz/institution/47492/next-generation,ECE address matches business profile and ERO.,
10060,BestStart Te Atatu Peninsula,09-8349669,teatatupeninsula@best-start.org,"5 Cellarmans Street, Te Atatu Peninsula Auckland",5 Cellarmans Street,Te Atatu Peninsula,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-36.84741264,174.6518633,100,25,2,16,27,27,20,2,94,47,18,12,33,13,"P O Box 276177, Manukau City South Auckland 2241",BestStart Te Atatu Peninsula,94,100,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10062,Taulapapa Leata Su'a Aoga Amata,09-8385090,taulapapaleatasua@xtra.co.nz,"24 Garelja Road, Henderson Auckland",24 Garelja Road,Henderson,Auckland,Education & Care Service,Samoan ECE Service,Yes,EQI 4,Tāmaki Herenga Tāngata,Karen Su'a,"P O Box 121016, Henderson Auckland 0650",P O Box 121016,Henderson,Auckland 0650,09-8385090,-36.88877497,174.6225894,50,10,2,2,3,8,5,1,21,0,4,19,1,1,"P O Box 121016, Henderson Auckland 0650",Taulapapa Leata Su'a Aoga Amata,21,50,,,,,,,
10063,BestStart Puni Road,09-2381633,puni@best-start.org,"42-44 Puni Road,  Pukekohe",42-44 Puni Road,,Pukekohe,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Waka,Jane  Burke,"P O Box 276177, Manukau City South Auckland 2241",P O Box 276177,Manukau City,South Auckland 2241,09-2504136,-37.21124049,174.8888981,70,14,1,16,8,14,20,1,60,35,26,13,12,2,"P O Box 276177, Manukau City South Auckland 2241",BestStart Puni Road,60,70,BestStart Educare Limited,Wright Family Foundation,https://best-start.org/contact-us,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/1153668,,Website lists PO Box.,
10065,Little Earth Montessori Oteha Valley,09-476 1240,chitra.mukerjee@eeg.co.nz,"3 Ponderosa Drive, Browns Bay Auckland",3 Ponderosa Drive,Browns Bay,Auckland,Education & Care Service,Montessori,Yes,EQI > 5,Tāmaki Herenga Tāngata,Chitra Mukerjee,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Level 15 16 Kingston Street,Auckland Central,Auckland 1010,09-3651630,-36.71986097,174.7236861,40,0,,,,,,,,,,,,,"Level 15 16 Kingston Street, Auckland Central Auckland 1010",Little Earth Montessori Oteha Valley,0,40,Evolve Education Group Limited,Anchorage Capital Partners Fund III LP,https://www.activeexplorers.co.nz/contact/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/2163841,,Business profile and company website,Seems to be an amalgam of a bunch of companies but this is the main business page.
10066,Helensville Montessori,09-420 7181,helensvillemontessori@xtra.co.nz,"58 Garfield Road,  Helensville",58 Garfield Road,,Helensville,Education & Care Service,Montessori,Yes,EQI > 5,Tāmaki Herenga Tāngata,Heather Durham,"58 Garfield Road, Helensville Auckland 0800",58 Garfield Road,Helensville,Auckland 0800,09-4207181,-36.67738118,174.4538999,76,0,0,0,8,18,15,2,43,36,10,2,5,0,"58 Garfield Road, Helensville Auckland 0800",Helensville Montessori,43,76,,,,,,,
10067,Kereru Kids Kaukapakapa,09-947 3343,biddybudsdaycare@gmail.com,"979 Kaipara Coast Highway,  Kaukapakapa",979 Kaipara Coast Highway,,Kaukapakapa,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Tāngata,Kimberley Hutchison,"38 Quail Road RD 4,  Warkworth 0984",38 Quail Road RD 4,,Warkworth 0984,,-36.61754196,174.4945435,31,5,1,4,5,10,16,3,39,32,11,2,0,2,"38 Quail Road RD 4,  Warkworth 0984",Kereru Kids Kaukapakapa,39,31,,,,,,,
10076,Kamo Childcare Centre Ltd 1,09-435 3855,,"7-9 Clark Road, Kamo Whangarei",7-9 Clark Road,Kamo,Whangarei,Education & Care Service,,Yes,EQI > 5,Tai Tokerau,Sandra North,"P O Box 4362, Kamo Whangarei 0141",P O Box 4362,Kamo,Whangarei 0141,09-435 3342,-35.6837434,174.2994473,28,25,3,15,16,0,0,0,34,26,9,3,4,3,"P O Box 4362, Kamo Whangarei 0141",Kamo Childcare Centre Ltd 1,34,28,Kidzone Limited,"Sandra Ann North, Nigel John North",https://kidzones.co.nz/contact-us/,https://app.companiesoffice.govt.nz/companies/app/ui/pages/companies/3225731/detail?backurl=%2Fcompanies%2Fapp%2Fui%2Fpages%2Fcompanies%2F3225731%3Fbackurl%3DH4sIAAAAAAAAAFXOTQrCMBCG4dtk4yInCCIoboqI8QJDZzCBmMT5Kfb2VqSi2%252Bd7F5%252FvcCPxuWKeMhoULwQ8pu0jRKjIsDk11uS4FbrOncJuGNxSH6pmnd8iK%252B0zRwU1%252BW8%252BduRm%252FbvE9JsCTlBHwjNUKkHZyN0bUljd0bMvXwgvJFZUwgsLlP2ctQAAAA%253D%253D,,Owner match business profile (Sandra North). PO Box in ECE match website.,
10080,Nukutukulea Aoga Niue Incorp.,09-275 7881,,"299R Kirkbride Road, Mangere Auckland",299R Kirkbride Road,Mangere,Auckland,Education & Care Service,Niue ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Tapulaaia Ah Hao,"P O Box 61170, Otara Auckland 2153",P O Box 61170,Otara,Auckland 2153,,-36.97639282,174.7949759,40,0,0,0,1,4,3,1,9,0,2,9,0,0,"P O Box 61170, Otara Auckland 2153",Nukutukulea Aoga Niue Incorp.,9,40,,,,,,,
10081,Michael Park Kindergarten,09-5793083 Ext 720,karena@michaelpark.school.nz,"55 Amy Street, Ellerslie Auckland",55 Amy Street,Ellerslie,Auckland,Education & Care Service,Rudolf Steiner,Yes,EQI > 5,Tāmaki Herenga Manawa,Karen Affleck,"P O Box 11224, Ellerslie Auckland 1542",P O Box 11224,Ellerslie,Auckland 1542,09-5793083,-36.89346515,174.8154298,80,0,0,0,0,1,15,13,29,23,2,0,7,5,"P O Box 11224, Ellerslie Auckland 1542",Michael Park Kindergarten,29,80,,,,,,,
10085,Ponsy Kids Community Preschool,09-3781752,admin@ponsykids.org.nz,"20 Ponsonby Terrace, Ponsonby Auckland",20 Ponsonby Terrace,Ponsonby,Auckland,Education & Care Service,,Yes,EQI > 5,Tāmaki Herenga Manawa,Lisa Rogers,"20 Ponsonby Terrace, Ponsonby Auckland 1011",20 Ponsonby Terrace,Ponsonby,Auckland 1011,07-8737737,-36.85012401,174.7421906,43,0,0,0,5,10,15,0,30,28,3,1,1,4,"20 Ponsonby Terrace, Ponsonby Auckland 1011",Ponsy Kids Community Preschool,30,43,,,,,,,
10088,Ako Tokamu'a Falemasiva Preschool,09-2750860,aisakepouvalu@hotmail.com,"28 Cardrona Place, Mangere Auckland",28 Cardrona Place,Mangere,Auckland,Education & Care Service,Tongan ECE Service,Yes,EQI 2,Tāmaki Herenga Waka,Aisake Pouvalu,"28 Cardrona Place, Mangere South Auckland 2024",28 Cardrona Place,Mangere,South Auckland 2024,,-36.95243368,174.8067413,30,5,1,2,3,6,4,0,16,0,0,16,1,6,"28 Cardrona Place, Mangere South Auckland 2024",Ako Tokamu'a Falemasiva Preschool,16,30,,,,,,,
